c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
5,ANTIOQUIA,5576,PUEBLO RICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,24,10,60,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5819,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,24,24,72,3.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5001,MEDELLIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,23,19,114,6.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5321,GUATAPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,22,4,36,9.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5856,VALPARAISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,22,17,136,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5313,GRANADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,21,16,56,3.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5361,ITUANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,21,14,22,1.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,21,20,160,8.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5034,ANDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,19,16,80,5.0,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5809,TITIRIBI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,19,19,105,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
